,osm_id,Extra_cost,Number_of_accidents_total,Number_of_casualties_total,Average_severity,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5
252,218895461,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
253,339836798,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
254,25374485,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
255,38612758,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
256,23895782,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
257,489867083,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
258,23717312,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
259,400420028,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
260,191941160,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
261,27100025,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
262,193368782,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
263,69732222,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
264,32017564,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
265,154008533,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
266,23319284,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
267,42303216,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
268,42444700,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
269,31774812,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
270,211529989,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
271,23749974,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
272,80045517,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
273,27121159,0.034090909090909095,1,1,3.0,0.03409090909090908,0.034090909090909116,0.03409090909090926,0.034090909090909116,0.03409090909090898
274,194297398,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
275,73301563,0.03787878787878787,1,1,3.0,0.03787878787878787,0.03787878787878791,0.03787878787878791,0.03787878787878791,0.03787878787878777
276,81633935,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
277,28447631,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
278,154145185,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
279,154570915,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
280,32003061,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
281,697521726,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
282,31552788,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
283,60770751,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
284,189917769,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
285,24477143,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
286,169123659,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
287,25999054,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
288,206386242,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
289,38567478,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
290,31616326,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
291,4233594,0.030303030303030307,1,1,3.0,0.030303030303030307,0.030303030303030328,0.030303030303030328,0.030303030303030325,0.030303030303030328
292,471246102,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
293,32007290,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
294,41832044,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
295,544831209,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
296,32017407,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
297,11813981,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
298,211532181,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
299,42992883,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
300,494297511,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
301,153988828,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
302,39270398,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
303,25968903,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
304,166717304,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
305,8880917,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
306,25968798,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
307,4598804,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
308,4996575,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
309,154726206,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
310,52732997,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
311,31483872,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
312,11810611,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
313,35213665,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
314,40906288,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
315,191450111,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
316,166705145,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
317,11813961,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
318,250956119,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
319,251475663,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
320,339833461,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
321,31646240,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
